gene_name,gene_type
GRIA2,protein_coding
NUP43,protein_coding
MTHFD1L,protein_coding
CCDC170,protein_coding
PCMT1,protein_coding
PLEKHG1,protein_coding
MYCT1,protein_coding
CXorf21,protein_coding
CYSTM1,protein_coding
WDR55,protein_coding
ARAP3,protein_coding
PCDHB8,protein_coding
PCDHB10,protein_coding
PCDHB14,protein_coding
PCDHB12,protein_coding
SLC25A2,protein_coding
TNN,protein_coding
MRPS14,protein_coding
CENPL,protein_coding
TNFSF18,protein_coding
GORAB,protein_coding
ACAT2,protein_coding
TCP1,protein_coding
SNX19,protein_coding
KCNJ5,protein_coding
MSANTD2,protein_coding
TP53AIP1,protein_coding
ARR3,protein_coding
PDZD11,protein_coding
SLC10A7,protein_coding
NUDCD1,protein_coding
ENY2,protein_coding
MASTL,protein_coding
KIAA1217,protein_coding
SEPTIN7P9,transcribed_unprocessed_pseudogene
PLXDC2,protein_coding
EPC1,protein_coding
IQSEC3,protein_coding
CCDC77,protein_coding
TAF12,protein_coding
ENOX1,protein_coding
MTRF1,protein_coding
SOHLH2,protein_coding
DNAJC15,protein_coding
PROSER1,protein_coding
UFM1,protein_coding
WBP4,protein_coding
ELF1,protein_coding
SMAD9,protein_coding
HSPH1,protein_coding
KBTBD7,protein_coding
ALG5,protein_coding
EXOSC8,protein_coding
ETF1,protein_coding
TGFBI,protein_coding
FAM53C,protein_coding
SIL1,protein_coding
PAIP2,protein_coding
KDM3B,protein_coding
EGR1,protein_coding
SERP1,protein_coding
PLS1,protein_coding
ZFP30,protein_coding
NR2C1,protein_coding
UTP20,protein_coding
TMPO,protein_coding
ARL1,protein_coding
GLT8D2,protein_coding
MTERF2,protein_coding
SOCS2,protein_coding
NFYB,protein_coding
WASHC3,protein_coding
APAF1,protein_coding
DUSP4,protein_coding
CLU,protein_coding
TNFRSF10B,protein_coding
SORBS3,protein_coding
PTK2B,protein_coding
ADRA1A,protein_coding
PPP3CC,protein_coding
PDLIM2,protein_coding
EPHX2,protein_coding
RNF170,protein_coding
NPPB,protein_coding
UBIAD1,protein_coding
TARDBP,protein_coding
TNFRSF8,protein_coding
ZNF706,protein_coding
LYPLA1,protein_coding
CRISPLD1,protein_coding
COPS5,protein_coding
RDH10,protein_coding
EPX,protein_coding
AKAP1,protein_coding
COIL,protein_coding
TRIM25,protein_coding
SCPEP1,protein_coding
SPOP,protein_coding
TBX2,protein_coding
SLC35B1,protein_coding
NACA3P,processed_pseudogene
FAM117A,protein_coding
NCAPH,protein_coding
LRAT,protein_coding
TMEM131L,protein_coding
TRIM6,protein_coding
TENT4B,protein_coding
ADCY7,protein_coding
CEP89,protein_coding
TSHZ3,protein_coding
ECHDC2,protein_coding
PLBD1,protein_coding
TAS2R10,protein_coding
PYROXD1,protein_coding
KCNJ8,protein_coding
BCL2L14,protein_coding
PSPC1,protein_coding
ZNF549,protein_coding
ZSCAN18,protein_coding
ZNF211,protein_coding
PDZRN3,protein_coding
LHX4,protein_coding
RNF2,protein_coding
TRMT1L,protein_coding
SEC22A,protein_coding
CSTA,protein_coding
POPDC2,protein_coding
B4GALT4,protein_coding
NAA50,protein_coding
CD80,protein_coding
KIF18A,protein_coding
DESI2,protein_coding
MAPK8IP1,protein_coding
CRY2,protein_coding
PEX16,protein_coding
DEPDC7,protein_coding
CAT,protein_coding
PILRB,protein_coding
ZMYM2,protein_coding
GJB6,protein_coding
GJA3,protein_coding
TBC1D15,protein_coding
ADGRB2,protein_coding
ZCCHC17,protein_coding
FABP3,protein_coding
KHDRBS1,protein_coding
TMEM39B,protein_coding
CCRL2,protein_coding
CCR2,protein_coding
POLR3GL,protein_coding
TNFSF10,protein_coding
ZNF639,protein_coding
SLITRK3,protein_coding
PIK3CA,protein_coding
PDS5A,protein_coding
TMEM156,protein_coding
LIAS,protein_coding
CPXM2,protein_coding
TMEM54,protein_coding
ZSCAN20,protein_coding
CSMD2,protein_coding
HPCA,protein_coding
LRIF1,protein_coding
TMIGD3,protein_coding
CLCC1,protein_coding
GPSM2,protein_coding
GTDC1,protein_coding
CXCR4,protein_coding
ZRANB3,protein_coding
ACVR2A,protein_coding
POLK,protein_coding
RPL21,protein_coding
MTIF3,protein_coding
GTF3A,protein_coding
RASL11A,protein_coding
UBL3,protein_coding
FYTTD1,protein_coding
MTERF4,protein_coding
XPNPEP2,protein_coding
SASH3,protein_coding
OCRL,protein_coding
MRPS2,protein_coding
FMOD,protein_coding
KIAA1191,protein_coding
COPA,protein_coding
CD244,protein_coding
HS3ST2,protein_coding
RBBP6,protein_coding
ZC3H7A,protein_coding
SERAC1,protein_coding
ANXA11,protein_coding
LDB3,protein_coding
SHLD2,protein_coding
PRXL2A,protein_coding
ZNF205,protein_coding
NAA60,protein_coding
RPL5,protein_coding
ODF2L,protein_coding
SPATA1,protein_coding
TRMT13,protein_coding
LRRC39,protein_coding
RWDD3,protein_coding
ZNF644,protein_coding
CCDC18,protein_coding
RPAP2,protein_coding
SLC66A2,protein_coding
BBS9,protein_coding
PMS2,protein_coding
ZMIZ2,protein_coding
OCM,protein_coding
SEPTIN7,protein_coding
EEPD1,protein_coding
KLHL7,protein_coding
HERPUD2,protein_coding
CBX3,protein_coding
HNRNPA2B1,protein_coding
WIPF3,protein_coding
NXPH1,protein_coding
NPY,protein_coding
FAM126A,protein_coding
HOXA7,protein_coding
INHBA,protein_coding
FKBP9,protein_coding
NT5C3A,protein_coding
ARL4A,protein_coding
CCZ1,protein_coding
POLM,protein_coding
RAMP3,protein_coding
TWIST1,protein_coding
SMU1,protein_coding
GLIPR2,protein_coding
SLC25A51,protein_coding
CLTA,protein_coding
RECK,protein_coding
ACO1,protein_coding
PHF24,protein_coding
DNAI1,protein_coding
DCAF10,protein_coding
CNTFR,protein_coding
KIAA1549,protein_coding
TRIM24,protein_coding
CYREN,protein_coding
CALD1,protein_coding
NUDT10,protein_coding
PLAU,protein_coding
SRGN,protein_coding
CHST3,protein_coding
BICC1,protein_coding
CISD1,protein_coding
EGR2,protein_coding
ECD,protein_coding
P4HA1,protein_coding
SLC25A16,protein_coding
ZWINT,protein_coding
VPS26A,protein_coding
RBM19,protein_coding
CIT,protein_coding
IFT81,protein_coding
ACADS,protein_coding
HVCN1,protein_coding
NME2P1,processed_pseudogene
DDX54,protein_coding
MED13L,protein_coding
CDKN2C,protein_coding
RNF11,protein_coding
RASSF8,protein_coding
BHLHE41,protein_coding
SSPN,protein_coding
ITPR2,protein_coding
CCDC91,protein_coding
NECAB1,protein_coding
WWP1,protein_coding
ACOT9,protein_coding
PRDX4,protein_coding
DDX39A,protein_coding
PKN1,protein_coding
TRIR,protein_coding
ADGRE5,protein_coding
WDR83,protein_coding
GIPC1,protein_coding
SPRYD7,protein_coding
EBPL,protein_coding
ATP7B,protein_coding
ZC3H13,protein_coding
NLN,protein_coding
CENPK,protein_coding
OPTN,protein_coding
ITIH5,protein_coding
ATF1,protein_coding
TSFM,protein_coding
ARHGAP9,protein_coding
NCKAP1L,protein_coding
MMP19,protein_coding
PFDN5,protein_coding
SPATS2,protein_coding
ORMDL2,protein_coding
NR4A1,protein_coding
PDE1B,protein_coding
HOXC13,protein_coding
CDK2,protein_coding
LRP1,protein_coding
HOXC11,protein_coding
ATG101,protein_coding
NFE2,protein_coding
IKZF4,protein_coding
SMUG1,protein_coding
TUBA1B,protein_coding
EEF1AKMT3,protein_coding
KBTBD4,protein_coding
SARDH,protein_coding
ATPAF1,protein_coding
STIL,protein_coding
HJURP,protein_coding
IL13RA2,protein_coding
COL10A1,protein_coding
AMD1,protein_coding
NDUFAF4,protein_coding
USP45,protein_coding
PLP1,protein_coding
MORF4L2,protein_coding
RAB9B,protein_coding
FAM199X,protein_coding
RAB9A,protein_coding
METTL8,protein_coding
TTC21B,protein_coding
NMI,protein_coding
TNFAIP6,protein_coding
BAZ2B,protein_coding
SLC36A1,protein_coding
LPGAT1,protein_coding
BATF3,protein_coding
G0S2,protein_coding
KCNJ2,protein_coding
RAP2C,protein_coding
EXOSC9,protein_coding
PLA2G12A,protein_coding
B9D2,protein_coding
COQ8B,protein_coding
PFKFB2,protein_coding
ZNF137P,transcribed_unprocessed_pseudogene
RAB38,protein_coding
AGO2,protein_coding
MXD4,protein_coding
PMS2P5,unprocessed_pseudogene
CKS2,protein_coding
ACSL3,protein_coding
CHPF,protein_coding
DNPEP,protein_coding
INHA,protein_coding
OBSL1,protein_coding
FAM124B,protein_coding
SLC12A4,protein_coding
ENKD1,protein_coding
GCNT7,protein_coding
HMGB1P1,processed_pseudogene
FAM210B,protein_coding
PI3,protein_coding
SNX21,protein_coding
SLPI,protein_coding
WFDC3,protein_coding
TTPAL,protein_coding
PREX1,protein_coding
KCNS1,protein_coding
SLC12A5,protein_coding
SDC4,protein_coding
NCOA3,protein_coding
PIGT,protein_coding
MATN4,protein_coding
NCOA5,protein_coding
VAPB,protein_coding
PARD6B,protein_coding
ATP5F1E,protein_coding
CHD6,protein_coding
PLCG1,protein_coding
TOX2,protein_coding
SRSF6,protein_coding
GDAP1L1,protein_coding
ARFGEF2,protein_coding
ZNFX1,protein_coding
EDN3,protein_coding
CSE1L,protein_coding
RAB22A,protein_coding
PTGIS,protein_coding
STAU1,protein_coding
CDH26,protein_coding
SNAI1,protein_coding
MOCS3,protein_coding
STX16,protein_coding
PPP4R1L,transcribed_unprocessed_pseudogene
PMEPA1,protein_coding
RNF114,protein_coding
DDX27,protein_coding
BCAS4,protein_coding
TP53TG5,protein_coding
NEURL2,protein_coding
MTRR,protein_coding
FASTKD3,protein_coding
PEPD,protein_coding
CHST8,protein_coding
IQSEC2,protein_coding
VAMP7,protein_coding
STAMBP,protein_coding
NAGK,protein_coding
MCEE,protein_coding
PAIP2B,protein_coding
SNRNP27,protein_coding
MPHOSPH10,protein_coding
NDUFB4P12,processed_pseudogene
ATP8A1,protein_coding
USP22,protein_coding
HIF3A,protein_coding
ZNF576,protein_coding
ZNF45,protein_coding
NDP,protein_coding
USP9X,protein_coding
F13A1,protein_coding
TRERF1,protein_coding
PACSIN1,protein_coding
BTN2A2,protein_coding
SIRT5,protein_coding
MRS2,protein_coding
WRNIP1,protein_coding
RRP36,protein_coding
BTN2A3P,transcribed_unprocessed_pseudogene
SNRPC,protein_coding
SERPINB6,protein_coding
XPO5,protein_coding
ABCC10,protein_coding
PEX6,protein_coding
NQO2,protein_coding
OARD1,protein_coding
UNC5CL,protein_coding
AARS2,protein_coding
ZNF391,protein_coding
RPS10,protein_coding
MOCS1,protein_coding
MED20,protein_coding
TBCC,protein_coding
MAD2L1BP,protein_coding
APOBEC2,protein_coding
KLHDC3,protein_coding
GNMT,protein_coding
TREM1,protein_coding
MEA1,protein_coding
COL21A1,protein_coding
CDKN1A,protein_coding
SOX4,protein_coding
GLO1,protein_coding
CPNE5,protein_coding
RREB1,protein_coding
SSR1,protein_coding
RIOK1,protein_coding
NRN1,protein_coding
SLC35B3,protein_coding
RPP40,protein_coding
ATXN1,protein_coding
NUP153,protein_coding
DEK,protein_coding
EEF1E1,protein_coding
RUNX2,protein_coding
LRRFIP1,protein_coding
CXCL6,protein_coding
MYRF,protein_coding
SCGB1D2,protein_coding
AHNAK,protein_coding
EMC3,protein_coding
SH3TC1,protein_coding
CNOT1,protein_coding
LRRC29,protein_coding
BBS2,protein_coding
MT1G,protein_coding
MT2A,protein_coding
C16orf70,protein_coding
GOT2,protein_coding
DOK4,protein_coding
GPR18,protein_coding
CLYBL,protein_coding
TMTC4,protein_coding
RAP2A,protein_coding
ABCC4,protein_coding
EFNB2,protein_coding
SOX21,protein_coding
TM9SF2,protein_coding
HROB,protein_coding
IRF1,protein_coding
UPF3B,protein_coding
RNF113A,protein_coding
SEPTIN6,protein_coding
TMEM255A,protein_coding
NDUFA1,protein_coding
DMAC2L,protein_coding
BMP4,protein_coding
FAM193A,protein_coding
GRK4,protein_coding
SOX9,protein_coding
TEKT3,protein_coding
HS3ST3B1,protein_coding
SLC25A35,protein_coding
MRPS7,protein_coding
GGA3,protein_coding
ARMC7,protein_coding
NUP85,protein_coding
SLC25A19,protein_coding
MIF4GD,protein_coding
NT5C,protein_coding
MSTO1,protein_coding
MIR9-1HG,lncRNA
TTF1,protein_coding
GTF3C4,protein_coding
DDX31,protein_coding
PPP1R12C,protein_coding
MBOAT7,protein_coding
OPRL1,protein_coding
SLC2A4RG,protein_coding
FNDC11,protein_coding
PPDPF,protein_coding
IL1B,protein_coding
CHCHD5,protein_coding
PAX8,protein_coding
INSIG2,protein_coding
POLR1B,protein_coding
CCDC93,protein_coding
PSD4,protein_coding
SLC25A23,protein_coding
PSPN,protein_coding
GTF2F1,protein_coding
ALKBH7,protein_coding
CLPP,protein_coding
TNFSF9,protein_coding
GRIA3,protein_coding
THOC2,protein_coding
MED1,protein_coding
RPL23,protein_coding
ATG4C,protein_coding
CD70,protein_coding
C3,protein_coding
TRIP10,protein_coding
GPR108,protein_coding
TNFSF14,protein_coding
FOSB,protein_coding
OPA3,protein_coding
SNRPD2,protein_coding
RTN2,protein_coding
EML2,protein_coding
VASP,protein_coding
SYMPK,protein_coding
GPCPD1,protein_coding
SDCBP2,protein_coding
PANK2,protein_coding
GNRH2,protein_coding
FAM182A,lncRNA
CD93,protein_coding
GZF1,protein_coding
NAPB,protein_coding
CENPB,protein_coding
PSMF1,protein_coding
NKX2-2,protein_coding
DTD1,protein_coding
RBCK1,protein_coding
TMX4,protein_coding
STK35,protein_coding
SNRPB,protein_coding
NRSN2,protein_coding
AP5S1,protein_coding
RRBP1,protein_coding
BMP2,protein_coding
ZNF133,protein_coding
FLRT3,protein_coding
PCSK2,protein_coding
MKKS,protein_coding
BFSP1,protein_coding
DSTN,protein_coding
LAMP5,protein_coding
SNRPB2,protein_coding
MGME1,protein_coding
LRRN4,protein_coding
TBC1D20,protein_coding
ITPA,protein_coding
MCM8,protein_coding
TMEM74B,protein_coding
FAM110A,protein_coding
MRPS26,protein_coding
S1PR4,protein_coding
NCLN,protein_coding
CITED1,protein_coding
HNRNPR,protein_coding
ZNF436,protein_coding
MAX,protein_coding
ARMCX5,protein_coding
GDF5,protein_coding
MMP24,protein_coding
NECAB3,protein_coding
ID1,protein_coding
RALY,protein_coding
DYNLRB1,protein_coding
EIF2S2,protein_coding
ERGIC3,protein_coding
ROMO1,protein_coding
BPIFB9P,transcribed_unitary_pseudogene
CEP250,protein_coding
PLAGL2,protein_coding
MMP24OS,protein_coding
GRPR,protein_coding
KDM5C,protein_coding
AMOT,protein_coding
TMEM115,protein_coding
PSMB2,protein_coding
AGO3,protein_coding
UROD,protein_coding
ST3GAL3,protein_coding
TMEM53,protein_coding
HECTD3,protein_coding
KLC1,protein_coding
XRCC3,protein_coding
TUBGCP3,protein_coding
MCF2L,protein_coding
F10,protein_coding
PCID2,protein_coding
LRFN3,protein_coding
IGFLR1,protein_coding
CAPNS1,protein_coding
PDCD2L,protein_coding
RBM42,protein_coding
KIRREL2,protein_coding
UBA2,protein_coding
HCST,protein_coding
COX6B1,protein_coding
THRA,protein_coding
CCR7,protein_coding
NR1D1,protein_coding
FRMD8,protein_coding
PRDX5,protein_coding
BCL2L12,protein_coding
IRF3,protein_coding
PRMT1,protein_coding
RRAS,protein_coding
PRRG2,protein_coding
SCAF1,protein_coding
PRR12,protein_coding
FLRT1,protein_coding
ASL,protein_coding
SBDS,protein_coding
STAT5A,protein_coding
WNK4,protein_coding
BECN1,protein_coding
PRKCG,protein_coding
TRAP1,protein_coding
GLIS2,protein_coding
NSRP1,protein_coding
DNAJC8,protein_coding
AHDC1,protein_coding
IFI6,protein_coding
ZNF384,protein_coding
EMG1,protein_coding
UXT,protein_coding
ELK1,protein_coding
TIMM17B,protein_coding
PCNX4,protein_coding
ATG14,protein_coding
KTN1,protein_coding
SIX1,protein_coding
RHOJ,protein_coding
DLGAP5,protein_coding
L3HYPDH,protein_coding
HSPA2,protein_coding
ZBTB1,protein_coding
TRMT5,protein_coding
SGPP1,protein_coding
PLEKHG3,protein_coding
PZP,protein_coding
RHOT1,protein_coding
EVI2A,protein_coding
OMG,protein_coding
DYNC2I1,protein_coding
AIF1L,protein_coding
FAM78A,protein_coding
NUP214,protein_coding
SLC10A3,protein_coding
MAP2K2,protein_coding
HNRNPH2,protein_coding
ARMCX1,protein_coding
TMEM35A,protein_coding
TIMM8A,protein_coding
ZC4H2,protein_coding
CANX,protein_coding
INTS11,protein_coding
IPPK,protein_coding
ZNF484,protein_coding
OMD,protein_coding
FGD3,protein_coding
HIVEP3,protein_coding
PPCS,protein_coding
BCL11B,protein_coding
COX7C,protein_coding
TRAF2,protein_coding
ABHD8,protein_coding
MASP1,protein_coding
ATP13A4,protein_coding
PLAAT1,protein_coding
HELB,protein_coding
RAP1B,protein_coding
BEST3,protein_coding
RAB3IP,protein_coding
PTPRB,protein_coding
DYRK2,protein_coding
YEATS4,protein_coding
TAS2R3,protein_coding
TAS2R4,protein_coding
TAS2R5,protein_coding
LRRC61,protein_coding
IDUA,protein_coding
FGFRL1,protein_coding
TMEM175,protein_coding
AUNIP,protein_coding
PIN1,protein_coding
FBXL12,protein_coding
EMC1,protein_coding
PLA2G5,protein_coding
UBR4,protein_coding
HP1BP3,protein_coding
ADGRE2,protein_coding
SIN3B,protein_coding
SLC35E1,protein_coding
EPS15L1,protein_coding
KLF2,protein_coding
F2RL3,protein_coding
UQCR11,protein_coding
GFER,protein_coding
SYNGR3,protein_coding
PKMYT1,protein_coding
WFIKKN1,protein_coding
WDR24,protein_coding
FBXL16,protein_coding
CHTF18,protein_coding
GNG13,protein_coding
TUBBP1,transcribed_processed_pseudogene
MACF1,protein_coding
SMARCA4,protein_coding
KDM4B,protein_coding
TICAM1,protein_coding
METTL25,protein_coding
EMC6,protein_coding
METTL16,protein_coding
TUBA4A,protein_coding
AAMP,protein_coding
PNKD,protein_coding
TNFRSF19,protein_coding
RNF6,protein_coding
ECHS1,protein_coding
ZNF835,protein_coding
AKAP9,protein_coding
GNG11,protein_coding
SEM1,protein_coding
HIP1,protein_coding
PTPN12,protein_coding
POR,protein_coding
FGL2,protein_coding
STYXL1,protein_coding
STEAP4,protein_coding
GNAI1,protein_coding
PMS2P3,transcribed_unprocessed_pseudogene
PEX1,protein_coding
MTERF1,protein_coding
SGCE,protein_coding
RBM48,protein_coding
CASD1,protein_coding
ZNF780B,protein_coding
LRFN1,protein_coding
ZFP36,protein_coding
SRD5A3,protein_coding
PAICS,protein_coding
KDR,protein_coding
PPAT,protein_coding
TUBGCP6,protein_coding
ADM2,protein_coding
DGCR6L,protein_coding
DGCR8,protein_coding
ASPHD2,protein_coding
VPREB3,protein_coding
SDF2L1,protein_coding
GAL3ST1,protein_coding
YWHAH,protein_coding
POM121L9P,transcribed_unprocessed_pseudogene
GNAZ,protein_coding
MGAT3,protein_coding
ATF4,protein_coding
A4GALT,protein_coding
CDC42EP1,protein_coding
APOL3,protein_coding
MCHR1,protein_coding
TPST2,protein_coding
BAIAP2L2,protein_coding
MPST,protein_coding
TST,protein_coding
APOL2,protein_coding
RAC2,protein_coding
LIF,protein_coding
C22orf23,protein_coding
APOBEC3F,protein_coding
RIBC2,protein_coding
KRT17,protein_coding
EMC4,protein_coding
RNF112,protein_coding
SPECC1,protein_coding
CPA4,protein_coding
DOCK4,protein_coding
POT1,protein_coding
ATP6V1F,protein_coding
LSM8,protein_coding
CDHR3,protein_coding
PRKRIP1,protein_coding
VGF,protein_coding
PODXL,protein_coding
FOXP2,protein_coding
STRIP2,protein_coding
IFT22,protein_coding
MKLN1,protein_coding
DNAJB9,protein_coding
FLNC,protein_coding
LRRC4,protein_coding
CALU,protein_coding
CCDC136,protein_coding
SMO,protein_coding
IRF5,protein_coding
LRRC17,protein_coding
KLHDC10,protein_coding
NDUFA5,protein_coding
FEZF1,protein_coding
OPN1SW,protein_coding
MRPS12,protein_coding
MYO1B,protein_coding
HOXD3,protein_coding
MTX2,protein_coding
CHN1,protein_coding
GAD1,protein_coding
EIF2S2P4,processed_pseudogene
OSGEPL1,protein_coding
ORMDL1,protein_coding
HAT1,protein_coding
HOXD9,protein_coding
HOXD10,protein_coding
HOXD11,protein_coding
HOXD13,protein_coding
HERC2,protein_coding
SNRPN,protein_coding
PSMG2,protein_coding
TWSG1,protein_coding
ARHGAP22,protein_coding
WDFY4,protein_coding
EIF2AK4,protein_coding
MYO5C,protein_coding
CGNL1,protein_coding
TMOD2,protein_coding
TTBK2,protein_coding
CCDC32,protein_coding
INO80,protein_coding
ICE2,protein_coding
DLL4,protein_coding
ALDH1A2,protein_coding
MINDY2,protein_coding
IVD,protein_coding
KNSTRN,protein_coding
DUT,protein_coding
CHAC1,protein_coding
CLN6,protein_coding
ARPP19,protein_coding
VPS13C,protein_coding
ISLR,protein_coding
THAP10,protein_coding
LOXL1,protein_coding
ACKR4,protein_coding
ANAPC13,protein_coding
MBD4,protein_coding
COPB1,protein_coding
PSMA1,protein_coding
SUMF2,protein_coding
PALLD,protein_coding
SPCS3,protein_coding
BBOX1,protein_coding
SERGEF,protein_coding
KCNC1,protein_coding
TPH1,protein_coding
E2F8,protein_coding
DCTD,protein_coding
SOX15,protein_coding
PIMREG,protein_coding
RPAIN,protein_coding
SHBG,protein_coding
PLD2,protein_coding
TXNDC17,protein_coding
ATP1B2,protein_coding
FXR2,protein_coding
KIF1C,protein_coding
MPDU1,protein_coding
PHF20L1,protein_coding
LRRC6,protein_coding
CCNT1,protein_coding
PUS7L,protein_coding
KRI1,protein_coding
ILF3,protein_coding
SLC44A2,protein_coding
CDKN2D,protein_coding
MTUS1,protein_coding
KLK14,protein_coding
SIGLEC9,protein_coding
NGDN,protein_coding
RIPK3,protein_coding
ADCY4,protein_coding
RAB2B,protein_coding
BCL2L2,protein_coding
AJUBA,protein_coding
DTD2,protein_coding
PARP2,protein_coding
HEATR5A,protein_coding
SNX6,protein_coding
EAPP,protein_coding
EGLN3,protein_coding
MIS18BP1,protein_coding
NRL,protein_coding
RNASE1,protein_coding
NEDD8,protein_coding
DAD1,protein_coding
TEP1,protein_coding
EPB41L4A,protein_coding
CDO1,protein_coding
REEP5,protein_coding
